EmployeeID,Team,Role,Location,CourseTitle,CourseCategory,IsMandatory,EnrollmentDate,CompletionDate,CompletionStatus,Score,DurationMinutes,LastAccessDate,AccessedViaDevice,SkillScore_Communication,SkillScore_TechEfficiency,SkillScore_Teamwork,SkillGapFlag,FeedbackComment,FeedbackRating,UsedScreenReader,Course Completion Time,Average Skill Score,Completion Month
E14850,Customer Support,Support Specialist,Wythenshawe Central,Customer Service Skills,Soft Skills,Yes,1-Jan-19,1-Oct-19,Completed,92,31,1-Oct-19,Tablet,4,2,2,Yes,Great course.,4,No,273,4,October
E17861,Customer Support,Contact Centre Agent,Northfield Office,Effective Communication,Soft Skills,Yes,30-Jun-18,16-Jul-18,Completed,84,41,13-Sep-18,Mobile,3,2,2,Yes,Great course.,4,No,16,3,July
E18576,Customer Support,Contact Centre Agent,Northfield Office,Effective Communication,Soft Skills,Yes,29-Jul-24,8-Oct-24,Completed,90,30,22-Dec-24,Desktop,1,2,5,Yes,Great course.,4,No,71,-2,October
E12691,IT,IT Support Officer,Northfield Office,System Troubleshooting,Systems Training,Yes,8-Nov-21,13-Nov-21,Completed,63,97,6-Dec-21,Tablet,2,2,4,Yes,Great course.,4,No,5,0,November
E18955,IT,Network Technician,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,7-May-20,14-Jul-20,Completed,82,68,6-Oct-20,Mobile,5,2,4,Yes,Great course.,4,No,68,3,July
E16997,Repairs,Plumber,Wythenshawe Central,Electrical Safety,Health & Safety,Yes,6-Jul-21,16-Jul-21,Completed,78,102,25-Jul-21,Mobile,4,2,5,Yes,Great course.,4,No,10,1,July
E15213,Housing Management,Lettings Coordinator,Northfield Office,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,12-Jan-23,27-Jan-23,Completed,80,88,28-Jan-23,Desktop,2,2,3,Yes,Great course.,4,No,15,1,January
E12374,Facilities,Facilities Manager,Civic Centre Hub,Cleaning Protocols,Health & Safety,Yes,20-Sep-24,29-Sep-24,Completed,67,33,15-Nov-24,Desktop,5,2,1,Yes,Very useful.,4,No,9,6,September
E16945,IT,Systems Analyst,Northfield Office,System Troubleshooting,Systems Training,Yes,30-Sep-18,19-Oct-18,Completed,79,114,17-Dec-18,Tablet,2,2,4,Yes,Great course.,4,No,19,0,October
E17525,Customer Support,Contact Centre Agent,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,25-Mar-21,4-Sep-21,Completed,89,61,21-Sep-21,Tablet,4,2,3,Yes,Very useful.,4,No,163,3,September
E15084,Customer Support,Contact Centre Agent,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,6-Jun-18,14-Jun-18,Completed,70,106,17-Sep-18,Tablet,1,2,1,Yes,Great course.,4,No,8,2,June
E16114,IT,IT Support Officer,Trafford Branch,Cybersecurity Essentials,Systems Training,Yes,9-Apr-19,24-Apr-19,Completed,89,79,14-Jul-19,Desktop,4,2,5,Yes,Very useful.,4,No,15,1,April
E11801,Repairs,Electrician,Trafford Branch,Manual Handling,Compliance,Yes,1-Dec-21,6-Dec-21,Completed,63,109,9-Jan-22,Mobile,1,2,1,Yes,Very useful.,4,No,5,2,December
E12527,Repairs,Plumber,Northfield Office,Electrical Safety,Health & Safety,Yes,18-May-23,20-May-23,Completed,100,34,8-Jul-23,Mobile,5,2,4,Yes,Very useful.,4,No,2,3,May
E18493,Finance,Payroll Specialist,Northfield Office,GDPR Basics,Compliance,Yes,18-Jul-23,24-Jul-23,Completed,73,71,12-Aug-23,Tablet,5,2,3,Yes,Very useful.,4,No,6,4,July
E12373,IT,Systems Analyst,Trafford Branch,System Troubleshooting,Systems Training,Yes,26-Apr-19,11-May-19,Completed,92,82,25-May-19,Mobile,5,2,3,Yes,Very useful.,4,No,15,4,May
E19875,IT,IT Support Officer,Trafford Branch,Data Protection,Systems Training,Yes,24-Oct-21,26-Oct-21,Completed,86,76,11-Jan-22,Mobile,2,2,1,Yes,Great course.,4,No,2,3,October
E11358,Finance,Accounts Officer,Northfield Office,Financial Regulations,Finance,Yes,18-Sep-21,24-Sep-21,Completed,99,64,21-Dec-21,Tablet,3,2,1,Yes,Great course.,4,No,6,4,September
E18993,Customer Support,Contact Centre Agent,Trafford Branch,Customer Service Skills,Soft Skills,Yes,18-Oct-21,20-Oct-21,Completed,68,108,20-Dec-21,Mobile,2,2,5,Yes,Very useful.,4,No,2,-1,October
E13396,Customer Support,Customer Service Advisor,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,11-Feb-23,11-Dec-23,Completed,93,62,26-Jan-24,Desktop,1,2,1,Yes,Great course.,4,No,303,2,December
E17667,Housing Management,Housing Officer,Trafford Branch,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,2-Dec-18,10-Dec-18,Completed,81,77,11-Mar-19,Mobile,4,2,1,Yes,Great course.,4,No,8,5,December
E11333,IT,Network Technician,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,4-Apr-24,16-Apr-24,Completed,79,87,17-May-24,Tablet,3,3,2,Yes,Needs improvement.,1,No,12,4,April
E13136,IT,IT Support Officer,Civic Centre Hub,Data Protection,Systems Training,Yes,14-May-19,27-May-19,Completed,62,82,17-Jun-19,Tablet,4,3,1,Yes,Needs improvement.,1,No,13,6,May
E15393,Customer Support,Customer Service Advisor,Northfield Office,Customer Service Skills,Soft Skills,Yes,29-Oct-24,11-Nov-24,Completed,65,50,6-Jan-25,Desktop,5,3,1,Yes,Needs improvement.,1,No,13,7,November
E17490,Housing Management,Tenancy Support Officer,Wythenshawe Central,Conflict Resolution,Soft Skills,Yes,21-Sep-23,5-Oct-23,Completed,60,77,5-Jan-24,Tablet,1,3,4,Yes,Very useful.,4,No,14,0,October
E16053,Finance,Payroll Specialist,Wythenshawe Central,GDPR Basics,Compliance,Yes,3-Nov-18,23-Nov-18,Completed,85,33,15-Jan-19,Mobile,2,3,1,Yes,Great course.,4,No,20,4,November
E15946,Housing Management,Housing Officer,Northfield Office,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,23-Apr-22,30-Apr-22,Completed,74,75,14-Jul-22,Desktop,2,3,1,Yes,Needs improvement.,1,No,7,4,April
E16154,Facilities,Cleaner,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,16-Feb-22,6-Mar-22,Completed,97,85,17-May-22,Mobile,2,3,4,Yes,Needs improvement.,1,No,18,1,March
E11541,Finance,Finance Analyst,Wythenshawe Central,Payroll Compliance,Compliance,Yes,5-Dec-19,16-Dec-19,Completed,63,76,5-Jan-20,Mobile,1,3,5,Yes,Very useful.,4,No,11,-1,December
E18363,Housing Management,Housing Officer,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,8-Sep-21,15-Sep-21,Completed,96,114,19-Sep-21,Tablet,2,3,3,Yes,Great course.,4,No,7,2,September
E18577,Housing Management,Tenancy Support Officer,Northfield Office,Safeguarding Adults,Compliance,Yes,3-Jun-23,3-Sep-23,Completed,76,112,19-Oct-23,Tablet,1,3,1,Yes,Needs improvement.,1,No,92,3,September
E13117,Repairs,Electrician,Civic Centre Hub,Manual Handling,Compliance,Yes,14-Feb-24,4-Mar-24,Completed,99,32,29-Mar-24,Desktop,1,3,1,Yes,Very useful.,4,No,19,3,March
E16773,IT,IT Support Officer,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,28-Jun-22,4-Jul-22,Completed,89,87,30-Sep-22,Mobile,1,3,5,Yes,Great course.,4,No,6,-1,July
E13608,IT,Systems Analyst,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,23-Aug-21,30-Aug-21,Completed,61,91,14-Oct-21,Desktop,1,3,2,Yes,Very useful.,4,No,7,2,August
E14673,Finance,Finance Analyst,Trafford Branch,Financial Regulations,Finance,Yes,14-Jan-20,23-Jan-20,Completed,81,73,29-Jan-20,Mobile,3,3,2,Yes,Too basic.,2,No,9,4,January
E11947,IT,Systems Analyst,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,21-Mar-20,28-Mar-20,Completed,96,94,16-Apr-20,Desktop,4,3,1,Yes,Needs improvement.,1,No,7,6,March
E13626,Finance,Payroll Specialist,Civic Centre Hub,GDPR Basics,Compliance,Yes,19-Apr-24,25-Apr-24,Completed,95,93,8-Jun-24,Desktop,1,3,3,Yes,Too basic.,2,No,6,1,April
E14521,Repairs,Electrician,Trafford Branch,Manual Handling,Compliance,Yes,20-Dec-21,27-Dec-21,Completed,78,70,30-Mar-22,Desktop,1,3,2,Yes,Needs improvement.,1,No,7,2,December
E13692,IT,Network Technician,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,25-Nov-21,13-Dec-21,Completed,80,70,10-Mar-22,Mobile,4,3,2,Yes,Too basic.,2,No,18,5,December
E13572,Housing Management,Tenancy Support Officer,Trafford Branch,Conflict Resolution,Soft Skills,Yes,31-Jul-21,8-Dec-21,Completed,85,73,19-Feb-22,Tablet,1,3,2,Yes,Needs improvement.,1,No,130,2,December
E15931,Finance,Finance Analyst,Wythenshawe Central,Payroll Compliance,Compliance,Yes,1-Apr-19,1-Oct-19,Completed,99,74,6-Jan-20,Desktop,1,3,5,Yes,Needs improvement.,1,No,183,-1,October
E17486,IT,Network Technician,Trafford Branch,System Troubleshooting,Systems Training,Yes,17-Apr-20,19-Apr-20,Completed,66,77,30-Apr-20,Desktop,4,3,1,Yes,Great course.,4,No,2,6,April
E13856,IT,Network Technician,Civic Centre Hub,Data Protection,Systems Training,Yes,7-Aug-19,20-Aug-19,Completed,72,115,27-Sep-19,Desktop,1,3,2,Yes,Too basic.,2,No,13,2,August
E13676,Customer Support,Contact Centre Agent,Trafford Branch,Customer Service Skills,Soft Skills,Yes,16-Jan-21,29-Jan-21,Completed,100,95,15-Apr-21,Desktop,1,3,3,Yes,Very useful.,4,No,13,1,January
E15603,Finance,Payroll Specialist,Northfield Office,GDPR Basics,Compliance,Yes,25-Aug-18,14-Sep-18,Completed,85,58,7-Oct-18,Desktop,2,3,5,Yes,Great course.,4,No,20,0,September
E12586,Facilities,Cleaner,Wythenshawe Central,Cleaning Protocols,Health & Safety,Yes,29-Jan-22,1-Feb-22,Completed,89,104,3-Mar-22,Desktop,1,3,3,Yes,Too basic.,2,No,3,1,February
E11887,Customer Support,Customer Service Advisor,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,21-Feb-20,23-Feb-20,Completed,65,48,28-Mar-20,Tablet,2,3,4,Yes,Very useful.,4,No,2,1,February
E19194,Facilities,Cleaner,Northfield Office,Health & Safety Basics,Health & Safety,Yes,9-Dec-23,26-Dec-23,Completed,61,100,3-Mar-24,Desktop,1,3,3,Yes,Great course.,4,No,17,1,December
E18964,Facilities,Cleaner,Northfield Office,Health & Safety Basics,Health & Safety,Yes,21-Jun-21,6-Jul-21,Completed,72,69,7-Oct-21,Mobile,3,3,2,Yes,Very useful.,4,No,15,4,July
E13873,IT,Network Technician,Civic Centre Hub,System Troubleshooting,Systems Training,Yes,11-Oct-20,29-Oct-20,Completed,74,107,3-Dec-20,Desktop,1,3,3,Yes,Needs improvement.,1,No,18,1,October
E16438,Customer Support,Contact Centre Agent,Wythenshawe Central,Customer Service Skills,Soft Skills,Yes,26-Nov-22,4-Dec-22,Completed,61,93,24-Jan-23,Mobile,4,3,2,Yes,Needs improvement.,1,No,8,5,December
E17248,Repairs,Electrician,Wythenshawe Central,Electrical Safety,Health & Safety,Yes,6-Sep-22,25-Sep-22,Completed,76,101,2-Oct-22,Mobile,1,3,1,Yes,Too basic.,2,No,19,3,September
E18648,Facilities,Facilities Manager,Wythenshawe Central,Health & Safety Basics,Health & Safety,Yes,11-Jul-18,26-Nov-18,Completed,73,101,2-Mar-19,Desktop,2,3,4,Yes,Very useful.,4,No,138,1,November
E13915,Facilities,Cleaner,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,13-Nov-18,27-Nov-18,Completed,73,38,26-Jan-19,Tablet,5,3,1,Yes,Needs improvement.,1,No,14,7,November
E17551,Customer Support,Customer Service Advisor,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,1-May-24,16-May-24,Completed,100,58,23-Jun-24,Mobile,4,3,1,Yes,Great course.,4,No,15,6,May
E16886,Repairs,Electrician,Civic Centre Hub,Fire Safety,Compliance,Yes,5-Oct-18,19-Oct-18,Completed,71,36,10-Jan-19,Tablet,2,3,5,Yes,Very useful.,4,No,14,0,October
E17683,Housing Management,Tenancy Support Officer,Trafford Branch,Conflict Resolution,Soft Skills,Yes,1-Dec-22,14-Dec-22,Completed,96,50,21-Mar-23,Mobile,5,3,2,Yes,Needs improvement.,1,No,13,6,December
E19478,Facilities,Facilities Manager,Trafford Branch,Building Maintenance,Health & Safety,Yes,27-Mar-23,29-Mar-23,Completed,76,37,27-Apr-23,Tablet,1,3,2,Yes,Very useful.,4,No,2,2,March
E19251,Repairs,Plumber,Wythenshawe Central,Fire Safety,Compliance,Yes,24-Feb-24,28-Feb-24,Completed,72,85,30-Apr-24,Tablet,4,3,2,Yes,Too basic.,2,No,4,5,February
E13649,IT,Systems Analyst,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,27-Aug-20,10-Sep-20,Completed,92,51,1-Oct-20,Desktop,2,3,2,Yes,Great course.,4,No,14,3,September
E11246,Housing Management,Tenancy Support Officer,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,10-Nov-18,13-Nov-18,Completed,70,57,13-Dec-18,Mobile,4,3,2,Yes,Very useful.,4,No,3,5,November
E14627,Facilities,Building Services Assistant,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,1-Apr-24,20-Apr-24,Completed,71,84,7-Jun-24,Tablet,1,3,2,Yes,Great course.,4,No,19,2,April
E15946,Housing Management,Housing Officer,Northfield Office,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,20-Jan-22,23-Jan-22,Completed,64,120,20-Apr-22,Mobile,2,3,1,Yes,Needs improvement.,1,No,3,4,January
E18006,Housing Management,Housing Officer,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,1-Nov-23,10-Nov-23,Completed,71,85,26-Nov-23,Mobile,4,3,1,Yes,Too basic.,2,No,9,6,November
E16465,Customer Support,Customer Service Advisor,Trafford Branch,Effective Communication,Soft Skills,Yes,11-Nov-20,18-Nov-20,Completed,90,87,17-Feb-21,Mobile,3,3,1,Yes,Too basic.,2,No,7,5,November
E16198,Finance,Accounts Officer,Wythenshawe Central,Financial Regulations,Finance,Yes,16-Dec-22,26-Dec-22,Completed,85,59,19-Jan-23,Tablet,3,3,2,Yes,Very useful.,4,No,10,4,December
E18121,Repairs,Maintenance Technician,Trafford Branch,Manual Handling,Compliance,Yes,8-Mar-19,8-May-19,Completed,81,43,6-Jul-19,Tablet,4,3,2,Yes,Needs improvement.,1,No,61,5,May
E16143,Repairs,Electrician,Northfield Office,Electrical Safety,Health & Safety,Yes,29-Apr-21,6-May-21,Completed,68,86,14-Aug-21,Desktop,5,3,1,Yes,Needs improvement.,1,No,7,7,May
E16668,Facilities,Building Services Assistant,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,26-Oct-18,12-Nov-18,Completed,68,30,9-Dec-18,Desktop,3,3,1,Yes,Excellent content.,5,No,17,5,November
E14576,Customer Support,Contact Centre Agent,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,12-Jan-21,22-Jan-21,Completed,98,52,17-Feb-21,Desktop,3,3,1,Yes,Excellent content.,5,No,10,5,January
E17759,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,6-Aug-23,20-Aug-23,Completed,78,109,16-Oct-23,Desktop,2,3,5,Yes,Too basic.,2,No,14,0,August
E17277,Customer Support,Customer Service Advisor,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,31-May-23,12-Jun-23,Completed,60,44,23-Jun-23,Tablet,1,3,4,Yes,Excellent content.,5,No,12,0,June
E15751,Customer Support,Contact Centre Agent,Civic Centre Hub,Handling Difficult Conversations,Soft Skills,Yes,16-Jan-21,2-Mar-21,Completed,64,75,21-Apr-21,Desktop,3,3,1,Yes,Excellent content.,5,No,45,5,March
E11358,Finance,Accounts Officer,Northfield Office,Financial Regulations,Finance,Yes,7-Dec-21,15-Dec-21,Completed,88,89,9-Feb-22,Desktop,2,3,4,Yes,Excellent content.,5,No,8,1,December
E14595,Repairs,Maintenance Technician,Trafford Branch,Electrical Safety,Health & Safety,Yes,26-Jun-18,8-Jul-18,Completed,99,46,19-Aug-18,Desktop,4,3,1,Yes,Excellent content.,5,No,12,6,July
E17382,Repairs,Maintenance Technician,Trafford Branch,Fire Safety,Compliance,Yes,25-Oct-21,12-Nov-21,Completed,94,83,19-Feb-22,Desktop,2,3,5,Yes,Excellent content.,5,No,18,0,November
E13735,Facilities,Cleaner,Northfield Office,Cleaning Protocols,Health & Safety,Yes,21-Apr-19,2-May-19,Completed,91,67,14-Jul-19,Mobile,3,3,1,Yes,Excellent content.,5,No,11,5,May
E11048,IT,IT Support Officer,Wythenshawe Central,Data Protection,Systems Training,Yes,23-Mar-25,27-Mar-25,Completed,85,78,30-May-25,Desktop,5,3,2,Yes,Too basic.,2,No,4,6,March
E12820,Facilities,Cleaner,Trafford Branch,Cleaning Protocols,Health & Safety,Yes,30-Jul-22,18-Aug-22,Completed,87,84,3-Oct-22,Desktop,1,3,5,Yes,Excellent content.,5,No,19,-1,August
E19444,Finance,Finance Analyst,Civic Centre Hub,Payroll Compliance,Compliance,Yes,13-Jul-24,1-Aug-24,Completed,77,74,2-Oct-24,Desktop,2,3,5,Yes,Too basic.,2,No,19,0,August
E17530,Facilities,Cleaner,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,29-Oct-22,9-Nov-22,Completed,68,81,28-Nov-22,Desktop,4,3,1,Yes,Great course.,4,No,11,6,November
E18576,Customer Support,Contact Centre Agent,Northfield Office,Effective Communication,Soft Skills,Yes,13-Jul-24,2-Aug-24,Completed,64,85,3-Sep-24,Mobile,1,3,2,Yes,Very useful.,4,No,20,2,August
E15065,Repairs,Maintenance Technician,Trafford Branch,Electrical Safety,Health & Safety,Yes,11-Mar-23,17-Nov-23,Completed,79,95,3-Dec-23,Tablet,2,3,5,Yes,Too basic.,2,No,251,0,November
E11810,Facilities,Facilities Manager,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,7-Mar-23,17-Mar-23,Completed,93,99,26-May-23,Mobile,2,3,1,Yes,Excellent content.,5,No,10,4,March
E13767,Repairs,Maintenance Technician,Wythenshawe Central,Electrical Safety,Health & Safety,Yes,27-Oct-23,8-Nov-23,Completed,98,93,7-Feb-24,Mobile,2,3,1,Yes,Great course.,4,No,12,4,November
E18374,Housing Management,Housing Officer,Trafford Branch,Safeguarding Adults,Compliance,Yes,23-May-20,28-May-20,Completed,73,119,29-Jun-20,Tablet,5,3,1,Yes,Too basic.,2,No,5,7,May
E12407,Finance,Finance Analyst,Trafford Branch,Financial Regulations,Finance,Yes,8-May-18,19-Aug-18,Completed,82,73,4-Oct-18,Mobile,5,3,1,Yes,Excellent content.,5,No,103,7,August
E15027,Facilities,Cleaner,Northfield Office,Building Maintenance,Health & Safety,Yes,18-Apr-23,4-May-23,Completed,80,93,20-Jun-23,Desktop,3,3,2,Yes,Excellent content.,5,No,16,4,May
E13965,Repairs,Electrician,Trafford Branch,Electrical Safety,Health & Safety,Yes,7-Feb-20,15-Jul-20,Completed,82,37,19-Aug-20,Desktop,4,3,2,Yes,Excellent content.,5,No,159,5,July
E16773,IT,IT Support Officer,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,24-Aug-22,8-Sep-22,Completed,94,79,2-Nov-22,Desktop,2,3,3,Yes,Too basic.,2,No,15,2,September
E15359,Customer Support,Customer Service Advisor,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,10-Nov-23,29-Nov-23,Completed,86,120,4-Mar-24,Desktop,1,3,2,Yes,Excellent content.,5,No,19,2,November
E17634,Housing Management,Tenancy Support Officer,Northfield Office,Conflict Resolution,Soft Skills,Yes,24-Jul-20,30-Jul-20,Completed,66,78,6-Nov-20,Mobile,4,3,2,Yes,Excellent content.,5,No,6,5,July
E19560,IT,IT Support Officer,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,21-May-19,7-Jun-19,Completed,86,40,12-Jun-19,Desktop,2,3,4,Yes,Needs improvement.,1,No,17,1,June
E14442,Facilities,Cleaner,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,21-Oct-24,3-Nov-24,Completed,88,97,6-Jan-25,Desktop,2,3,5,Yes,Needs improvement.,1,No,13,0,November
E19251,Repairs,Plumber,Wythenshawe Central,Fire Safety,Compliance,Yes,30-Apr-24,14-May-24,Completed,63,30,16-Jun-24,Tablet,4,3,2,Yes,Great course.,4,No,14,5,May
E15490,IT,Systems Analyst,Wythenshawe Central,Data Protection,Systems Training,Yes,8-Nov-19,20-Nov-19,Completed,93,44,25-Nov-19,Tablet,2,3,3,Yes,Very useful.,4,No,12,2,November
E13255,Customer Support,Contact Centre Agent,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,22-Jul-23,10-Aug-23,Completed,92,47,15-Nov-23,Mobile,2,3,3,Yes,Needs improvement.,1,No,19,2,August
E17346,Finance,Finance Analyst,Civic Centre Hub,Payroll Compliance,Compliance,Yes,8-Nov-18,13-Nov-18,Completed,61,77,16-Feb-19,Desktop,3,3,2,Yes,Great course.,4,No,5,4,November
E11805,IT,IT Support Officer,Civic Centre Hub,Data Protection,Systems Training,Yes,17-Jul-19,27-Jul-19,Completed,74,89,1-Aug-19,Mobile,4,3,2,Yes,Very useful.,4,No,10,5,July
E19584,Finance,Accounts Officer,Civic Centre Hub,Payroll Compliance,Compliance,Yes,28-Jan-19,2-Feb-19,Completed,95,90,20-Apr-19,Tablet,5,3,2,Yes,Excellent content.,5,No,5,6,February
E15061,Customer Support,Customer Service Advisor,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,2-Oct-23,6-Oct-23,Completed,94,94,17-Dec-23,Desktop,5,3,2,Yes,Too basic.,2,No,4,6,October
E13463,Housing Management,Lettings Coordinator,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,31-Aug-24,16-Sep-24,Completed,68,120,5-Nov-24,Tablet,2,3,5,Yes,Needs improvement.,1,No,16,0,September
E18107,Repairs,Electrician,Wythenshawe Central,Electrical Safety,Health & Safety,Yes,28-Feb-24,18-Mar-24,Completed,76,93,23-May-24,Tablet,3,3,1,Yes,Excellent content.,5,No,19,5,March
E17895,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,6-Apr-23,21-Jun-23,Completed,72,104,23-Sep-23,Tablet,5,3,2,Yes,Too basic.,2,No,76,6,June
E17891,Facilities,Cleaner,Trafford Branch,Building Maintenance,Health & Safety,Yes,26-Oct-23,2-Nov-23,Completed,81,111,11-Nov-23,Desktop,5,3,1,Yes,Excellent content.,5,No,7,7,November
E11478,Repairs,Electrician,Northfield Office,Fire Safety,Compliance,Yes,1-Jul-20,4-Jul-20,Completed,97,99,17-Jul-20,Desktop,1,3,4,Yes,Needs improvement.,1,No,3,0,July
E19162,Finance,Accounts Officer,Civic Centre Hub,Financial Regulations,Finance,Yes,16-Jun-23,6-Jul-23,Completed,81,105,13-Aug-23,Desktop,2,3,2,Yes,Too basic.,2,No,20,3,July
E17632,IT,IT Support Officer,Wythenshawe Central,Cybersecurity Essentials,Systems Training,Yes,23-Nov-23,25-Nov-23,Completed,75,102,27-Nov-23,Desktop,5,3,2,Yes,Excellent content.,5,No,2,6,November
E11145,Customer Support,Support Specialist,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,22-May-24,11-Jun-24,Completed,88,47,10-Sep-24,Tablet,4,3,2,Yes,Great course.,4,No,20,5,June
E19508,IT,Network Technician,Civic Centre Hub,System Troubleshooting,Systems Training,Yes,14-Apr-19,26-Apr-19,Completed,89,92,28-Apr-19,Desktop,1,3,3,Yes,Very useful.,4,No,12,1,April
E12832,IT,IT Support Officer,Wythenshawe Central,Cybersecurity Essentials,Systems Training,Yes,7-Feb-23,7-Dec-23,Completed,60,91,21-Jan-24,Tablet,1,3,2,Yes,Great course.,4,No,303,2,December
E19985,Customer Support,Customer Service Advisor,Northfield Office,Customer Service Skills,Soft Skills,Yes,9-Nov-19,18-Nov-19,Completed,75,94,23-Jan-20,Desktop,1,3,1,Yes,Needs improvement.,1,No,9,3,November
E15675,IT,Network Technician,Wythenshawe Central,Data Protection,Systems Training,Yes,12-Jun-24,16-Jun-24,Completed,81,72,17-Jun-24,Tablet,3,3,2,Yes,Excellent content.,5,No,4,4,June
E17781,Finance,Payroll Specialist,Wythenshawe Central,Payroll Compliance,Compliance,Yes,3-Feb-20,3-Dec-20,Completed,63,63,10-Jan-21,Tablet,1,3,4,Yes,Very useful.,4,No,304,0,December
E14362,IT,Network Technician,Wythenshawe Central,Cybersecurity Essentials,Systems Training,Yes,14-Jan-22,27-Jan-22,Completed,74,113,2-Mar-22,Tablet,3,3,1,Yes,Excellent content.,5,No,13,5,January
E18937,IT,Systems Analyst,Civic Centre Hub,Data Protection,Systems Training,Yes,5-Feb-18,5-Oct-18,Completed,81,52,11-Oct-18,Tablet,5,3,2,Yes,Needs improvement.,1,No,242,6,October
E19871,IT,Systems Analyst,Trafford Branch,Data Protection,Systems Training,Yes,28-May-19,6-Sep-19,Completed,68,106,11-Dec-19,Desktop,5,3,2,Yes,Needs improvement.,1,No,101,6,September
E18174,Repairs,Plumber,Civic Centre Hub,Manual Handling,Compliance,Yes,28-Jun-21,13-Jul-21,Completed,82,50,29-Jul-21,Mobile,2,3,5,Yes,Needs improvement.,1,No,15,0,July
E11041,IT,Network Technician,Northfield Office,System Troubleshooting,Systems Training,Yes,10-Aug-19,12-Aug-19,Completed,75,66,29-Aug-19,Mobile,5,3,2,Yes,Needs improvement.,1,No,2,6,August
E13582,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,18-Feb-24,1-Mar-24,Completed,87,66,30-May-24,Tablet,3,3,2,Yes,Very useful.,4,No,12,4,March
E11832,Housing Management,Tenancy Support Officer,Northfield Office,Safeguarding Adults,Compliance,Yes,8-Nov-19,25-Nov-19,Completed,63,120,18-Dec-19,Mobile,1,3,2,Yes,Too basic.,2,No,17,2,November
E12672,IT,Network Technician,Wythenshawe Central,Cybersecurity Essentials,Systems Training,Yes,24-Sep-20,14-Oct-20,Completed,83,46,22-Jan-21,Mobile,2,3,3,Yes,Great course.,4,No,20,2,October
E16164,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,28-Jun-23,18-Jul-23,Completed,74,107,13-Oct-23,Desktop,2,3,2,Yes,Very useful.,4,No,20,3,July
E14019,Finance,Accounts Officer,Trafford Branch,Financial Regulations,Finance,Yes,11-Oct-22,13-Oct-22,Completed,96,120,27-Dec-22,Tablet,5,3,2,Yes,Needs improvement.,1,No,2,6,October
E13368,IT,IT Support Officer,Trafford Branch,System Troubleshooting,Systems Training,Yes,28-Mar-18,2-Apr-18,Completed,94,114,27-Apr-18,Desktop,4,3,2,Yes,Too basic.,2,No,5,5,April
E17491,Finance,Payroll Specialist,Civic Centre Hub,Payroll Compliance,Compliance,Yes,2-Oct-21,16-Oct-21,Completed,94,68,27-Oct-21,Desktop,5,3,2,Yes,Too basic.,2,No,14,6,October
E14228,IT,Systems Analyst,Northfield Office,System Troubleshooting,Systems Training,Yes,16-May-20,21-May-20,Completed,94,42,28-Aug-20,Mobile,2,3,2,Yes,Excellent content.,5,No,5,3,May
E13071,Repairs,Maintenance Technician,Civic Centre Hub,Fire Safety,Compliance,Yes,10-Nov-19,28-Nov-19,Completed,84,55,5-Mar-20,Mobile,1,3,2,Yes,Needs improvement.,1,No,18,2,November
